"Survived","Pclass","Sex","Age","Title","SibSp","Parch","FareFamily","CabinLevel","CabinSide","Embarked","MissingAge"
0,"3","male",41,"Mr",2,0,4.70276666666667,"none","none","S",0
0,"2","male",21,"Mr",1,0,5.75,"none","none","S",0
1,"1","female",48,"Mrs",0,0,25.9292,"D","starboard","S",0
0,"3","female",21.96,"Miss",8,2,6.32272727272727,"none","none","S",1
0,"2","male",24,"Mr",0,0,13,"none","none","S",0
1,"2","female",42,"Mrs",0,0,13,"none","none","S",0
1,"2","female",27,"Miss",1,0,6.92915,"none","none","C",0
0,"1","male",31,"Mr",0,0,50.4958,"A","port","S",0
0,"3","male",28.08,"Mr",0,0,9.5,"none","none","S",1
1,"3","male",4,"Master",1,1,3.7111,"none","none","S",0
0,"3","male",26,"Mr",0,0,7.8958,"none","none","S",0
1,"1","female",47,"Mrs",1,1,17.5180666666667,"D","starboard","S",0
0,"1","male",33,"Mr",0,0,5,"B","starboard","S",0
0,"3","male",47,"Mr",0,0,9,"none","none","S",0
1,"2","female",28,"Mrs",1,0,12,"none","none","C",0
1,"3","female",15,"Miss",0,0,7.225,"none","none","C",0
0,"3","male",20,"Mr",0,0,9.8458,"none","none","S",0
0,"3","male",19,"Mr",0,0,7.8958,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.8958,"none","none","S",1
1,"1","female",56,"Mrs",0,1,41.57915,"C","port","C",0
1,"2","female",25,"Mrs",0,1,13,"none","none","S",0
0,"3","male",33,"Mr",0,0,7.8958,"none","none","S",0
0,"3","female",22,"Miss",0,0,10.5167,"none","none","S",0
0,"2","male",28,"Mr",0,0,10.5,"none","none","S",0
0,"3","male",25,"Mr",0,0,7.05,"none","none","S",0
0,"3","female",39,"Mrs",0,5,4.85416666666667,"none","none","Q",0
0,"2","male",27,"Rev",0,0,13,"none","none","S",0
1,"1","female",19,"Miss",0,0,30,"B","port","S",0
0,"3","female",21.96,"Miss",1,2,5.8625,"none","none","S",1
1,"1","male",26,"Mr",0,0,30,"C","port","C",0
0,"3","male",32,"Mr",0,0,7.75,"none","none","Q",0
